insult,Unnamed: 0,date,target,tweet
a @FoxNews flunky,1,1,1,1
a 5’4” mass of dead energy,1,1,1,1
a 3rd rate hit job for Fake News @ABC!,1,1,1,1
a 'product' that never had a chance of working,1,1,1,1
Zero interest!,1,1,1,1
Zero credibility,1,1,1,1
Zero T.V. Personas,1,1,1,1
ZERO leadership ability,1,1,1,1
Your numbers are not good,1,1,1,1
You watch her in action & vote R!,1,1,1,1
a Dem operative?,1,1,1,1
a Democrat Hoax,1,1,1,1
a Democrat Scam,1,1,1,1
a Fake reporter,1,1,1,1
a JOKE!,1,1,1,1
a Hoax!,1,1,1,1
a Hillary flunky,1,1,1,1
a Gas Killing Animal who kills his people and enjoys it!,1,1,1,1
a GIFT to foreign interference,1,1,1,1
a GIANT AND ILLEGAL HOAX,1,1,1,1
a Fraud and a Hoax,1,1,1,1
a Flake!,1,1,1,1
a Fake reporter!,1,1,1,1
a Fake News paper,1,1,1,1
a Democrat Scam that is going nowhere,1,1,1,1
a Fake Fact Checker!,1,1,1,1
a Fake Dossier,1,1,1,1
a Fake Book,1,1,1,1
a Fake,1,1,1,1
a Fact Checker only for the Democrats,1,1,1,1
a FRAUD and nothing more than a badly reported 'hit job' on me,1,1,1,1
a FRAUD,1,1,1,1
a FAKE,1,1,1,1
"a Do Nothing Democrat as Speaker, and will hopefully not be in that position very long",1,1,1,1
WEAK Leadership!,1,1,1,1
WEAK,1,1,1,1
WANTS TO RAISES TAXES TO THE SKY,1,1,1,1
They know it’s a con,1,1,1,1
They should apologize to America (and Israel) for the horrible (hateful) things they have said,1,1,1,1
They represent conservative values terribly & are bad for America,1,1,1,1
They reported Fake numbers that they made up & don’t even exist,1,1,1,1
They played right into the hands of the Radical Left Democrats,1,1,1,1
They play very dirty,1,1,1,1
They only write about what they want to write about,1,1,1,1
They only want to use it as a campaign issue,1,1,1,1
They only want to impeach me because they know they can’t win in 2020,1,1,1,1
They never like to ask me for a quote b/c it would kill their story,1,1,1,1
They never covered me correctly - they blew it,1,1,1,1
They never call to check for truth,1,1,1,1
"They must stop the big drug and people flows, or I will stop their cash cow, NAFTA",1,1,1,1
They move like quicksand,1,1,1,1
They misrepresent my positions!,1,1,1,1
They make it up,1,1,1,1
They made up a phony crime,1,1,1,1
They love to portray chaos in the White House when they know that chaos doesn’t exist,1,1,1,1
"They lost the election, and now they have lost their grip on reality",1,1,1,1
They look like fools and are just wasting time,1,1,1,1
"They look for anything they can find, make it as bad as possible",1,1,1,1
They knowingly write lies,1,1,1,1
They should stop wasting time and money and get back to real legislating,1,1,1,1
They show Fake Polls just like they report Fake News,1,1,1,1
They spied on my campaign!,1,1,1,1
They want open borders,1,1,1,1
This Impeachment Hoax,1,1,1,1
Think of what it could have been if the Fed had gotten it right,1,1,1,1
"They’ve taken the Old Grey Lady and broken her down, destroyed her virtue and ruined her reputation",1,1,1,1
They've gone CRAZY!,1,1,1,1
They won’t vote for anything!,1,1,1,1
They will lie & cheat anyway possible to make me look bad,1,1,1,1
They will do or say whatever it takes with not even the slightest thought of consequence!,1,1,1,1
"They went Crazy, hoping against hope that I made a mistake (which I didn’t).",1,1,1,1
They want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements. Sad!,1,1,1,1
They want Open Borders which means massive crime and drugs!,1,1,1,1
They still don’t get it,1,1,1,1
They want Open Borders which means CRIMECRIMECRIME!,1,1,1,1
They want Open Borders and don’t care about Crime!,1,1,1,1
They use non-existent sources & write stories that are total fiction,1,1,1,1
They truly have taken advantage of the U.S.,1,1,1,1
They truly are the Enemy of the People,1,1,1,1
They totally over sample Democrats to a point that a child could see what is going on,1,1,1,1
They totally forgot who got them where they are!,1,1,1,1
They took many of our companies & jobs,1,1,1,1
They think the public is stupid!,1,1,1,1
They know nothing,1,1,1,1
They just ‘chickened out’,1,1,1,1
WANT TO STEAL THE ELECTION,1,1,1,1
They just can’t stand that we are doing so well,1,1,1,1
They are totally discredited,1,1,1,1
They are total losers!,1,1,1,1
They are so far below @FoxNews,1,1,1,1
"They are screaming and shouting at people, horribly threatening them to come up with the answers they want",1,1,1,1
They are out of control,1,1,1,1
They are only interested in Obstruction!,1,1,1,1
They are only getting more deranged with time!,1,1,1,1
They are enjoying ruining people’s lives,1,1,1,1
"They are desperately trying to find anything they can, even a punctuation mistake in a document!",1,1,1,1
They are all bad,1,1,1,1
They are abysmal,1,1,1,1
They are a sad JOKE!,1,1,1,1
They are Fake News!,1,1,1,1
They are CRAZY!,1,1,1,1
"They Resist, Blame, Complain and Obstruct - and do nothing",1,1,1,1
They LOVE ripping off America!,1,1,1,1
"They BROKE INTO AN ATTORNEY’S OFFICE! Why didn’t they break into the DNC to get the Server, or Crooked’s office?",1,1,1,1
These people are stone cold crazy!,1,1,1,1
These people are Crazy,1,1,1,1
These Radical Left Democrats are CRAZY,1,1,1,1
There's never been anyone more abusive to women in politics,1,1,1,1
They are working so hard against the people (viewers) that got them there,1,1,1,1
They are wrong,1,1,1,1
They are wrong!,1,1,1,1
"They don’t have much to campaign on, do they?",1,1,1,1
They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year,1,1,1,1
They have reached the lowest level of “journalism”,1,1,1,1
They have no idea what a bad decision they have made,1,1,1,1
They have lost tremendous credibility,1,1,1,1
They have blinders on,1,1,1,1
They have abandoned DACA,1,1,1,1
They hate that I can get the honest and unfiltered message out,1,1,1,1
"They had no source, they made it up",1,1,1,1
"They don’t see crime & drugs, they only see 2020",1,1,1,1
"They don’t have a feel for the Market, they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders",1,1,1,1
They are “slow walking” all of my nominations,1,1,1,1
"They don’t care about the people, never did!",1,1,1,1
"They don't even try to get it right, or correct it when they are wrong",1,1,1,1
"They didn’t have a clue, it was pathetic",1,1,1,1
They did nothing when they had the chance,1,1,1,1
They did a terrible job!,1,1,1,1
They create false stories and then push them,1,1,1,1
"They cite “sources” which are constantly wrong. Problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction!,  is now as bad as Fake News CNN",1,1,1,1
They can’t win the election fairly!,1,1,1,1
They can't win so all they do is slow things down & obstruct!,1,1,1,1
"This Scam going on right now by the Democrats against the Republican Party, and me",1,1,1,1
This Witch Hunt must end NOW. So bad for our Country!,1,1,1,1
"This includes fake books, which come out about me all the time, always anonymous sources, and are pure fiction",1,1,1,1
This total Hoax will be studied for years!,1,1,1,1
Very disappointed in Prime Minister Stefan Löfven,1,1,1,1
Very dangerous!,1,1,1,1
Very dangerous and unwise!,1,1,1,1
Very bad for USA!,1,1,1,1
Very bad and dangerous conditions,1,1,1,1
Very Selfish!,1,1,1,1
Very 'cowardly!',1,1,1,1
"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!",1,1,1,1
VICIOUS AND DESPICABLE,1,1,1,1
VICIOUS,1,1,1,1
VERY weak position on Hillary Clinton crimes,1,1,1,1
VERY weak on immigration,1,1,1,1
VERY weak on crime and illegal immigration,1,1,1,1
VERY stupidly negotiated,1,1,1,1
VERY LOW RATINGS @CNN,1,1,1,1
VERY DANGEROUS,1,1,1,1
Using Covid to steal the state,1,1,1,1
Unsolicited Ballots Scam,1,1,1,1
Unlimited Presidential Harassment....,1,1,1,1
United States Election System looks like that of a third world country,1,1,1,1
Ungrateful fool!,1,1,1,1
Very dishonest & weak,1,1,1,1
Very dishonest and sick!,1,1,1,1
Very dishonest people!,1,1,1,1
Very ungrateful!,1,1,1,1
"WANT TO SHUT YOUR CHURCHES DOWN, PERMANENTLY",1,1,1,1
Voter Scam!,1,1,1,1
Voter Fraud!,1,1,1,1
Voter Fraud in Detroit is rampant,1,1,1,1
Virtually everyone in Washington thought he should be fired for the terrible job he did,1,1,1,1
Viewers beware,1,1,1,1
Very very unfair!,1,1,1,1
Very unprofessional,1,1,1,1
Very unpatriotic!,1,1,1,1
Very unfair to traditional tax paying stores!,1,1,1,1
Very disloyal,1,1,1,1
Very unfair to the United States!,1,1,1,1
Very strange,1,1,1,1
Very rude and insulting,1,1,1,1
Very racist!,1,1,1,1
Very poor morning TV ratings,1,1,1,1
Very hard to work with,1,1,1,1
Very few think it is legit,1,1,1,1
Very dumb!,1,1,1,1
Very disrespectful,1,1,1,1
Ungrateful TRAITOR,1,1,1,1
Unfit to serve as #POTUS,1,1,1,1
Ukraine Witch Hunt,1,1,1,1
"Too much talk, not enough action.",1,1,1,1
Total hypocrite!,1,1,1,1
Total disrespect!,1,1,1,1
Total disrespect for our great country!,1,1,1,1
Total corruption,1,1,1,1
Total bias and corruption,1,1,1,1
Total Phony!,1,1,1,1
Total Fake Poll,1,1,1,1
Total Fake News!,1,1,1,1
Total Bias,1,1,1,1
Too much hate and inaccurately reported stories - too predictable!,1,1,1,1
Total inaction on DACA,1,1,1,1
Too dumb or corrupt to recognize massive evidence of fraud in GA,1,1,1,1
Too bad we don’t have honest reporting when it comes to ‘Trump’,1,1,1,1
Tony’s pitching arm is far more accurate than his prognostications,1,1,1,1
"Today I have, as President, perhaps the greatest economy in history...and to the Mainstream Media, it means NOTHING",1,1,1,1
"Tim, it’s not so easy out there if you don’t know what you’re doing",1,1,1,1
Thugs!,1,1,1,1
Three Stooges,1,1,1,1
Thought he was terrible until I fired him!,1,1,1,1
Thomas “the Chin” Friedman,1,1,1,1
Total hypocrites!,1,1,1,1
Total lie!,1,1,1,1
"Ukraine Scam, Impeachment Hoax”",1,1,1,1
Trump Haters,1,1,1,1
USED!,1,1,1,1
"U.S. has been talking to North Korea, and paying them extortion money, for 25 years",1,1,1,1
Typical politician,1,1,1,1
Two nice guys with bad ideas,1,1,1,1
Turn off the show - FAKE NEWS!,1,1,1,1
Trying to STEAL two big elections in Florida!,1,1,1,1
Try getting a new Anchor,1,1,1,1
Truth doesn’t matter to them,1,1,1,1
Trump hating,1,1,1,1
Truly bad people!,1,1,1,1
Total slime balls,1,1,1,1
Tremendous problems,1,1,1,1
"Treason, Sedition, Insurrection!",1,1,1,1
Treason,1,1,1,1
"Totally unfair to our farmers, workers & companies",1,1,1,1
Totally made up nonsense to steal the election,1,1,1,1
Totally made up facts by sleazebag political operatives,1,1,1,1
Totally lost it!,1,1,1,1
Totally illegal!,1,1,1,1
Totally dishonest reporting!,1,1,1,1
a bad guy!,1,1,1,1
a basket case,1,1,1,1
almost always negative,1,1,1,1
a terrible debater and speaker,1,1,1,1
a total Hoax,1,1,1,1
a total Fake!,1,1,1,1
a total DISASTER!,1,1,1,1
a total Clinton flunky!,1,1,1,1
a total BUST,1,1,1,1
a total 'witch hunt!',1,1,1,1
a total #Mediafraud,1,1,1,1
a tool of anti-Trump political actors,1,1,1,1
"a tired, exhausted man",1,1,1,1
a tiny version of Jeb “Low Energy” Bush,1,1,1,1
a three year vicious Witch Hunt,1,1,1,1
a third rate talent,1,1,1,1
a third rate reporter who has nothing going,1,1,1,1
a third rate reporter,1,1,1,1
a third rate lawyer who is good at making false accusations,1,1,1,1
a third rate book (that should never have been written),1,1,1,1
a thief,1,1,1,1
a terrible thing!,1,1,1,1
a terrible representative of Evangelicals,1,1,1,1
a terrible presidential candidate and an even worse U.S. Senator,1,1,1,1
a terrible mayor who should stay out of our business!,1,1,1,1
a total JOKE,1,1,1,1
a total MESS,1,1,1,1
"a total Nut Job, and I knew him well, far better than most",1,1,1,1
a total fraud on the American public,1,1,1,1
a total phony,1,1,1,1
a total mess-big crime,1,1,1,1
a total meltdown with their FAKE NEWS,1,1,1,1
a total low-life!,1,1,1,1
a total lie,1,1,1,1
"a total joke, and everyone knows it!",1,1,1,1
a total joke,1,1,1,1
a total fraud!,1,1,1,1
a total fraud on your President and the American people!,1,1,1,1
a total fraud in the making,1,1,1,1
a total SCAM,1,1,1,1
a total fool,1,1,1,1
a total flunky for Chuck Schumer,1,1,1,1
a total embarrassment to himself and his family,1,1,1,1
a total disaster!,1,1,1,1
a total disaster in handling the H1N1 Swine Flu,1,1,1,1
a total disaster for Republicans & America,1,1,1,1
a total clown,1,1,1,1
a total Witch Hunt,1,1,1,1
a total SCAM!,1,1,1,1
a terrible mayor,1,1,1,1
a terrible candidate,1,1,1,1
a total phony conjob,1,1,1,1
a terrible and corrupt leader who inflicted great pain on the FBI!,1,1,1,1
a rogue nation,1,1,1,1
a rogue and out of control prosecutor,1,1,1,1
a roadmap to disaster,1,1,1,1
a rigged investigation,1,1,1,1
a rigged election,1,1,1,1
"a reporter, who nobody ever heard of",1,1,1,1
a registered lobbyist?,1,1,1,1
a real ‘stiff’,1,1,1,1
a real stiff,1,1,1,1
a real nut job,1,1,1,1
a real mess!,1,1,1,1
a real dummy,1,1,1,1
a real dope,1,1,1,1
a ratings disaster,1,1,1,1
a puppet of Schumer and Pelosi,1,1,1,1
a puppet of Nancy Pelosi,1,1,1,1
a puppet for Nancy Pelosi and the Radical Left!,1,1,1,1
a puppet,1,1,1,1
a puff piece,1,1,1,1
"a proven liar, leaker & freak who is really the one who should be impeached",1,1,1,1
a proven liar and leaker,1,1,1,1
a running mate who was unable to catch on in her own failed campaign,1,1,1,1
a scam,1,1,1,1
a scam and a lie,1,1,1,1
a sick scammer,1,1,1,1
a terrible Senator,1,1,1,1
a terrible Director of the FBI,1,1,1,1
a terrible A.G.,1,1,1,1
a super liberal wack job that NOBODY wanted!,1,1,1,1
a super liberal,1,1,1,1
a stain on America!,1,1,1,1
a so-called Republican,1,1,1,1
a small group of people who have suffered massive and embarrassing losses,1,1,1,1
a slimeball reporter,1,1,1,1
a sick puppy,1,1,1,1
a scam that Lamestream refuses to acknowledge,1,1,1,1
a sick man,1,1,1,1
a sick joke!,1,1,1,1
a sick & unlawful investigation,1,1,1,1
a shame,1,1,1,1
a setup & trap,1,1,1,1
a seriously failing paper,1,1,1,1
a seldom seen niece who knows little about me,1,1,1,1
a scandal plagued mess,1,1,1,1
"a scam, means nothing",1,1,1,1
a total phony and con man,1,1,1,1
a total political and legal BUST,1,1,1,1
a biased newspaper!,1,1,1,1
a ‘hell hole’,1,1,1,1
afraid of Obama & the emails,1,1,1,1
ads are purposely wrong,1,1,1,1
admitted that his picture was a FAKE (fraud?),1,1,1,1
admitted he worked with segregationists,1,1,1,1
"added nothing to National Security except, ‘Gee, let’s go to war’",1,1,1,1
actually much worse than anyone ever thought,1,1,1,1
acts hurt when called out!,1,1,1,1
acting like crazed lunatics,1,1,1,1
acting and talking like he is in total control of the Senate Intelligence Committee,1,1,1,1
acted so meek and mild,1,1,1,1
according to most is not much,1,1,1,1
accomplishing nothing for the people,1,1,1,1
abuser,1,1,1,1
absurd,1,1,1,1
absolutely ‘Loco’ or Unhinged,1,1,1,1
absolutely horrible,1,1,1,1
absolutely disgraceful,1,1,1,1
absolutely being rigged,1,1,1,1
absolute ‘Joke’ of a Town Hall interview,1,1,1,1
"about to be fired(?) for incompetence, and much worse",1,1,1,1
able to so incorrectly define a word for the public,1,1,1,1
"after hearing Repeal & Replace for 7 years, he failed!",1,1,1,1
again working its magic in its quest to destroy Crazy Bernie Sanders,1,1,1,1
against the WALL,1,1,1,1
all the Dems know how to do is resist and obstruct,1,1,1,1
allows more negative ads on me than practically all of the other networks combined,1,1,1,1
allows dishonest writers to totally fabricate stories,1,1,1,1
allows 8 Dems to control country,1,1,1,1
allowing the Democrats to so blatantly cheat in their attempt to steal the election,1,1,1,1
allowing millions of people to easily meander through their country and INVADE the U.S.,1,1,1,1
allowed bad MS 13 gangs to form,1,1,1,1
allowed Crooked Hillary to get away with 'murder',1,1,1,1
all they do is RESIST,1,1,1,1
all their local politicians do is complain & ask for more money,1,1,1,1
all talk no action,1,1,1,1
agenda of hate,1,1,1,1
