insult,Unnamed: 0,date,target,tweet
beg for money etc. from the Koch Brothers,1,1,1,1
becoming more and more dishonest,1,1,1,1
become a part of the Radical Left Democrat Party,1,1,1,1
bears no relationship to the truth,1,1,1,1
be smart and win for a change,1,1,1,1
based on thin air,1,1,1,1
"based on irregularities and fraud, plus corrupt process never received legislative approval",1,1,1,1
barely registering,1,1,1,1
band of 18 Angry Democrats,1,1,1,1
badly written book,1,1,1,1
badly written & reseached disaster,1,1,1,1
badly wounded,1,1,1,1
badly wanted to work at the White House,1,1,1,1
"badly tainted and, in my opinion, should be thrown out",1,1,1,1
begging the Democrats for relevance,1,1,1,1
behaved so irrationally,1,1,1,1
behaved worse than the Democrat Mob did with Justice K!,1,1,1,1
better hope that there are no 'tapes' of our conversations before he starts leaking to the press!,1,1,1,1
big ratings loser,1,1,1,1
big mistake!,1,1,1,1
big losses,1,1,1,1
big loser,1,1,1,1
big help will be needed fast,1,1,1,1
big Crooked Hillary law firm,1,1,1,1
big Conservative discrimination!,1,1,1,1
biased dope,1,1,1,1
"bias, hatred and rudeness",1,1,1,1
"betrayed Scranton, and America",1,1,1,1
being absolutely decimated in their districts,1,1,1,1
betrayed Hispanic-Americans,1,1,1,1
betrayed Bernie voters,1,1,1,1
best friends with Robert Mueller,1,1,1,1
"beside themselves that McCabe was caught, called out and fired",1,1,1,1
being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly,1,1,1,1
"being rigged by the media, in a coordinated effort with the Clinton campaign",1,1,1,1
being protected by the Media,1,1,1,1
being mocked all over the world,1,1,1,1
being laughed at all over the country!,1,1,1,1
badly tainted & a laughingstock,1,1,1,1
badly run,1,1,1,1
badly reviewed book,1,1,1,1
bad debate performances,1,1,1,1
bad moves and incompetence,1,1,1,1
bad messenger for estab!,1,1,1,1
bad management,1,1,1,1
bad lawyer,1,1,1,1
bad judgement and temperament,1,1,1,1
bad job,1,1,1,1
bad healthcare,1,1,1,1
bad for the USA spews bad information & Fake News all over the globe,1,1,1,1
bad for jobs,1,1,1,1
bad cop,1,1,1,1
bad on women's health issues,1,1,1,1
"bad at math, nobody cares what they say in their editorials anymore, especially me!",1,1,1,1
bad and inaccurate coverage of me,1,1,1,1
bad Immigration Laws which could be easily fixed,1,1,1,1
bad (terrible),1,1,1,1
average I.Q.,1,1,1,1
author of phony book,1,1,1,1
attendance and ratings are WAY DOWN,1,1,1,1
attacked New Yorkers and New York values- we don't forget!,1,1,1,1
atrocity,1,1,1,1
"bad on Crime, Life, Border, Vets, Guns & Military",1,1,1,1
bad player,1,1,1,1
badly needs a paint job,1,1,1,1
"bad, dishonest journlists",1,1,1,1
"badly managed, high crime",1,1,1,1
badly flawed,1,1,1,1
badly failed candidates,1,1,1,1
badly defeated & demoralized,1,1,1,1
badly damaged,1,1,1,1
"badly broken, big premiums",1,1,1,1
badly broken and dilapidated,1,1,1,1
badly & irrevocably tarnished Witch Hunt Hoax,1,1,1,1
"bad, made up numbers",1,1,1,1
"bad, dishonest and slow",1,1,1,1
bad product,1,1,1,1
"bad,  aren’t allowing massive amounts of readily available water to be properly utilized",1,1,1,1
bad television!,1,1,1,1
bad reputation & bum equipment,1,1,1,1
bad reputation,1,1,1,1
bad reporting!,1,1,1,1
bad reporting by Fox (possibly on purpose!),1,1,1,1
bad reporters,1,1,1,1
bad record!,1,1,1,1
bad programming,1,1,1,1
covers me so inaccurately,1,1,1,1
"covers the CoronaVirus situation horribly, only looking to do harm to the incredible & successful effort being made",1,1,1,1
almost dead,1,1,1,1
doubled Florida State debt,1,1,1,1
dying mediocre career,1,1,1,1
dying magazines,1,1,1,1
dying fast,1,1,1,1
dwindling subscribers and readers,1,1,1,1
dwindling group of friends,1,1,1,1
dummy!,1,1,1,1
dummy writer,1,1,1,1
dummy dope,1,1,1,1
"dumb, one-sided panels",1,1,1,1
dumb warmonger,1,1,1,1
dumb mouthpiece,1,1,1,1
dumb guy with no clue,1,1,1,1
dumb deal!,1,1,1,1
dumb as a rock AOC,1,1,1,1
dumb and unfair interview,1,1,1,1
dumb (stupid},1,1,1,1
dues sucking union,1,1,1,1
dropping like a rock,1,1,1,1
dropped out of the race in Tennesse when I refused to endorse him,1,1,1,1
driven insane by their Trump Derangement Syndrome,1,1,1,1
drawing VERY small (tiny) numbers of people,1,1,1,1
dying tabloid,1,1,1,1
easily promulgated by fools!,1,1,1,1
easy for me to beat,1,1,1,1
emboldened Radical Left Democrats,1,1,1,1
every story is a made up disaster,1,1,1,1
every question is asked in the most negative way,1,1,1,1
ever-dwindling,1,1,1,1
even worse than Sleepy Eyes Chuck Todd,1,1,1,1
even make up sources,1,1,1,1
establishment flunky,1,1,1,1
endorsement means nothing!,1,1,1,1
endorsed a candidate who can't win,1,1,1,1
ending really weak,1,1,1,1
embarrasses himself with endorsement of Bush,1,1,1,1
easy to beat!,1,1,1,1
embarrassed himself with his failed run for President,1,1,1,1
embarrassed himself & his family with his incompetent campaign,1,1,1,1
embarrassed herself and the country with her e-mail lies,1,1,1,1
email lies,1,1,1,1
election disaster,1,1,1,1
either very sick or very dumb,1,1,1,1
"either very dumb, or one of the worst liars in political history",1,1,1,1
"either something wrong with her “upstairs,” or she just plain doesn’t like our great Country",1,1,1,1
either lying or grossly incompetent,1,1,1,1
down 40% plus since he became Fake News,1,1,1,1
dopey writer,1,1,1,1
everyone knows they are biased,1,1,1,1
dopey political pundit,1,1,1,1
doing really badly,1,1,1,1
"doing nothing to help Republicans, and me, get re-elected",1,1,1,1
doing nothing for DACA,1,1,1,1
doing nothing but Obstructing,1,1,1,1
doing nothing about all of the lies & propaganda,1,1,1,1
doing nothing about DACA,1,1,1,1
doing nothing,1,1,1,1
doing many bad things behind our backs,1,1,1,1
doing great damage to tax paying retailers,1,1,1,1
"doing everything within their power, which is far less today than it was in the past, to defend China",1,1,1,1
doing everything within their power to foment hatred and anarchy,1,1,1,1
"doing everything within their power to fight the magnificence of the phrase, MAKE AMERICA GREAT AGAIN!",1,1,1,1
doing everything they can to crash the economy because they think that will be bad for me and my re-election,1,1,1,1
doing everything possible to stir up and anger the pols,1,1,1,1
doing everything possible to stifle Free Speech,1,1,1,1
"doing everything possible to obstruct, all they know how to do",1,1,1,1
doing everything possible to make us look bad,1,1,1,1
doing everything possible to get even for all of their many failures,1,1,1,1
doing everything possible to destroy the Republican Party,1,1,1,1
doing everything possible to create fear,1,1,1,1
doing everything possible the “create” a U.S. recession,1,1,1,1
doing really poorly,1,1,1,1
doing so badly compared to its glorious past,1,1,1,1
doing totally false advertising,1,1,1,1
don't watch her show,1,1,1,1
dopey clown,1,1,1,1
dopes,1,1,1,1
don’t want to give STIMULUS PAYMENTS to people who desperately need the money,1,1,1,1
don’t even care anymore,1,1,1,1
don’t count on him!,1,1,1,1
don’t care about Crime coming from Border!,1,1,1,1
don’t care about Border Security,1,1,1,1
"done less than nothing , a disgrace to the great people of Georgia!",1,1,1,1
done less than nothing,1,1,1,1
don't watch at all,1,1,1,1
doing very badly,1,1,1,1
don't watch anymore,1,1,1,1
"don't want secure borders,they don't care about safety for U.S.A.",1,1,1,1
don't want massive tax cuts - how does that win elections?,1,1,1,1
don't know how to win,1,1,1,1
don't even call us anymore,1,1,1,1
don't even call to verify the facts of a story,1,1,1,1
doing virtually nothing to stop illegal immigrants from coming to our Southern Border,1,1,1,1
"doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border",1,1,1,1
doing very little for us,1,1,1,1
everyone is leaving,1,1,1,1
everyone of those people who contributed are getting something to the detriment of America,1,1,1,1
crazed and incompetent,1,1,1,1
"failed, poorly rated",1,1,1,1
falling in the polls,1,1,1,1
fake!,1,1,1,1
fake voters and fraud,1,1,1,1
"fake testimony, which now is a lie!",1,1,1,1
"fake signatures, illegal immigrant voters, banned Republican vote watchers, MORE VOTES THAN ACTUAL VOTERS",1,1,1,1
"fake news, just like the CNN, ABC, NBC polls in the election",1,1,1,1
fake news and all,1,1,1,1
fake crime,1,1,1,1
fake and illegal investigation,1,1,1,1
fake and fraudulent ads,1,1,1,1
fake and discredited,1,1,1,1
fails to act,1,1,1,1
"failing, crying, lost soul",1,1,1,1
"failing,  does major FAKE NEWS",1,1,1,1
failing so badly that it will soon be taken off thr air,1,1,1,1
failing reputation,1,1,1,1
failing grades and polls,1,1,1,1
failing for 30 years,1,1,1,1
failing career,1,1,1,1
failing campaign,1,1,1,1
failing Radical Left Magazine,1,1,1,1
false,1,1,1,1
false @nytimes story,1,1,1,1
false accusations and fabricated stories,1,1,1,1
falsely advertising,1,1,1,1
far too obvious,1,1,1,1
far more fiction than fact,1,1,1,1
far more concerned with Illegal Immigrants than they are with our great Military,1,1,1,1
far from “angels”,1,1,1,1
"far beyond Fake News, they are treading in very dangerous territory!",1,1,1,1
famously missed his shot,1,1,1,1
famously got caught lying to Congress,1,1,1,1
"falsely stated that I said there is moral equivalency between the KKK, neo-Nazis & white supremacists",1,1,1,1
falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama,1,1,1,1
"false, malicious & libelous",1,1,1,1
false ads,1,1,1,1
false words,1,1,1,1
false statements at his news conference,1,1,1,1
false rhetoric,1,1,1,1
false reporting (guessing),1,1,1,1
false narrative,1,1,1,1
false and phony,1,1,1,1
false and highly inaccurate writings,1,1,1,1
false and fictitious,1,1,1,1
false advertising,1,1,1,1
failing @nytimes,1,1,1,1
failed writer,1,1,1,1
evil,1,1,1,1
failed with North Korea and Iran,1,1,1,1
failed Presidential Candidate,1,1,1,1
failed Dem,1,1,1,1
failed @NBC and he is now failing @CNN,1,1,1,1
failed @CNN announcer,1,1,1,1
failed (as usual),1,1,1,1
fading fast!,1,1,1,1
fabrication,1,1,1,1
fabricated the facts,1,1,1,1
"fabricated phone call, a crime",1,1,1,1
fabricated my phone call,1,1,1,1
fabricated lies,1,1,1,1
fabricated by Dems as an excuse for losing the election,1,1,1,1
fabricated,1,1,1,1
extremely upset at how well our Country is doing under MY Leadership,1,1,1,1
extreme Presidential Harassment,1,1,1,1
extreme,1,1,1,1
extraordinarily bad judgement & insticts,1,1,1,1
experts in never facing any consequence,1,1,1,1
"expensive, unpopular and unfair",1,1,1,1
"exorbitant $Dues, not worth it!",1,1,1,1
evil politics,1,1,1,1
failed Presidential Candidate (1% and falling!),1,1,1,1
failed RINO,1,1,1,1
failed Russia Hoax,1,1,1,1
failed image,1,1,1,1
failed with China,1,1,1,1
failed record,1,1,1,1
failed prognosticator,1,1,1,1
failed presidential candidate (1%) who makes a fool of himself every time he opens his mouth,1,1,1,1
failed political consultant,1,1,1,1
failed on the border,1,1,1,1
failed magazine,1,1,1,1
failed in Kansas and are now failing in Georgia,1,1,1,1
failed immigration policies,1,1,1,1
failed career,1,1,1,1
failed Senator,1,1,1,1
failed candidate,1,1,1,1
failed campaign strategist,1,1,1,1
failed campaign manager of Mitt Romney's historic loss,1,1,1,1
failed campaign & debating skills,1,1,1,1
failed badly in his fight against ISIS,1,1,1,1
failed badly,1,1,1,1
failed at the border,1,1,1,1
failed all over the world,1,1,1,1
failed advisor,1,1,1,1
doing everything in their very considerable power to CENSOR,1,1,1,1
doing a terrible job!,1,1,1,1
doing a terrible job,1,1,1,1
demeaning our Country,1,1,1,1
did NOTHING on trade except let other countries rip off the United States,1,1,1,1
did NOTHING after being informed in August about Russian meddling,1,1,1,1
did NOTHING,1,1,1,1
devised one of the greatest military frauds in U.S. history,1,1,1,1
devastating!,1,1,1,1
destroying the Democrat Party,1,1,1,1
destroyed the lobster and fishing industry in Maine,1,1,1,1
destroyed the government agency that he ran,1,1,1,1
destroyed jobs and manufacturing,1,1,1,1
despicable,1,1,1,1
desperate to run for higher office,1,1,1,1
desperate to distract from the economy and record setting economic numbers,1,1,1,1
desperate to distract from Clinton's anti-2A stance,1,1,1,1
desperate move by the man who should have easily beaten Barrack Obama,1,1,1,1
desperate and terrible,1,1,1,1
desperate and sad,1,1,1,1
deranged lowlifes,1,1,1,1
deranged loser,1,1,1,1
deranged,1,1,1,1
"depravity, dishonesty and sickness",1,1,1,1
"depraved,  Agenda of open borders is morally reprehensible",1,1,1,1
did a 1 hour hit job on me today,1,1,1,1
did a bad job in Ohio,1,1,1,1
did a phony story about child separation,1,1,1,1
did really poorly on television,1,1,1,1
didn't win one race,1,1,1,1
"didn't win Iowa, he illegally stole it",1,1,1,1
"didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R",1,1,1,1
didn't love it,1,1,1,1
didn't have a clue!,1,1,1,1
didn't go to the bathroom without the approval of Leakin' James Comey!,1,1,1,1
didn't get the right gene,1,1,1,1
did the phony election polls,1,1,1,1
did such a horrible job,1,1,1,1
did poorly last night in the debate,1,1,1,1
"did a phony story, as usual",1,1,1,1
did nothing for you but get your vote!,1,1,1,1
did not list on his personal disclosure form personally guaranteed loans from banks. They own him!,1,1,1,1
did everything in its power to make the Republican Healthcare victory look as bad as possible,1,1,1,1
did an absolutely horrible job of securing the border,1,1,1,1
did absolutely NOTHING,1,1,1,1
"did a very POOR job of handling H1N1 Swine Flu, yet all he talks about is Covid, Covid, Covid, like he would actually know what he is doing",1,1,1,1
did a terrible job of ticket distrbution,1,1,1,1
did a terrible job against me,1,1,1,1
did a really bad job as Governor of California and even worse on the Apprentice,1,1,1,1
deplorable,1,1,1,1
delaying my cabinet picks for purely political reasons,1,1,1,1
doing a lousy job in taking care of our Vets,1,1,1,1
degenerate,1,1,1,1
crying,1,1,1,1
crushing Louisiana’s economy,1,1,1,1
crooked scheme against us,1,1,1,1
crooked points,1,1,1,1
criticize Trade Deals being negotiated by me when they don’t even know what the deals are,1,1,1,1
crime loving,1,1,1,1
crime and killing machine,1,1,1,1
cried when he got fired,1,1,1,1
cried like a baby and begged for forgiveness,1,1,1,1
cried like a baby,1,1,1,1
credibility will soon be gone!,1,1,1,1
credibility is shot,1,1,1,1
credibility is now shot,1,1,1,1
created this MESS in the first place!,1,1,1,1
created crimes against me,1,1,1,1
create their own violence and then try to blame others,1,1,1,1
crazy rants,1,1,1,1
crazy and very dumb,1,1,1,1
crazies,1,1,1,1
crazed that WE won the election!,1,1,1,1
crazed lunatics who have given up on the TRUTH!,1,1,1,1
crying for fairness,1,1,1,1
daytime is not watchable,1,1,1,1
"daytime is virtually unwatchable, especially during the weekends",1,1,1,1
decades of lies and scandal,1,1,1,1
defrauding & deceiving the public,1,1,1,1
defrauded America,1,1,1,1
defective at its core,1,1,1,1
deeply troubled,1,1,1,1
deductibles are far too high,1,1,1,1
declaring war on Law & Order,1,1,1,1
decision making ability-zilch!,1,1,1,1
deceptive,1,1,1,1
decaying city,1,1,1,1
"debates were, perhaps, the worst in presidential debating history",1,1,1,1
daytime ratings CRASH will only get worse!,1,1,1,1
debate performance tonight was perhaps the worst in the history of debates,1,1,1,1
debacle,1,1,1,1
dealing with the Democrats for their very unfunny & repetitive material,1,1,1,1
deadpan,1,1,1,1
dead on arrival!,1,1,1,1
dead network!,1,1,1,1
dead as a door nail(no credibility),1,1,1,1
dead T.V.,1,1,1,1
daytime ratings have completely collapsed,1,1,1,1
"didn’t bring NYC back, as he said in his fake ad",1,1,1,1
didn’t call me once. Rick Scott called constantly,1,1,1,1
didn’t even put the Brett Kavanaugh victory on the Front Page yesterday-A17!,1,1,1,1
didn’t have a clue!,1,1,1,1
doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN!,1,1,1,1
doesn't have the strength or stamina to be president,1,1,1,1
doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,1,1,1,1
doesn't have a natural instinct for politics,1,1,1,1
doesn't have a clue!,1,1,1,1
doesn't even show up to meetings/work,1,1,1,1
doesn't even look presidential!,1,1,1,1
doesn't even live in the district,1,1,1,1
doesn't even live in district,1,1,1,1
does zilch!,1,1,1,1
does too many TV commercials – boring,1,1,1,1
does nothing to help!,1,1,1,1
does nothing for Florida,1,1,1,1
does nothing but stymie all of the things we are doing to Make America Great Again,1,1,1,1
does nothing but complain,1,1,1,1
does nothing,1,1,1,1
does not have the right 'temperment' to be President,1,1,1,1
does not have the STRENGTH or STAMINA to be President,1,1,1,1
does not deserve another six years,1,1,1,1
does not cover me accurately,1,1,1,1
does not allow us to do what we must do,1,1,1,1
doesn't have what it takes,1,1,1,1
doesn't live there!,1,1,1,1
doesn't understand what the word demagoguery means,1,1,1,1
doesn’t have the ”guts” or money to run for President,1,1,1,1
doing NOTHING to stop the Caravan,1,1,1,1
doing NOTHING to help stop the flow of illegal immigrants to our Country,1,1,1,1
doing NOTHING,1,1,1,1
doesn’t work,1,1,1,1
doesn’t want to report the truth,1,1,1,1
doesn’t understand what is happening underneath his command position,1,1,1,1
doesn’t understand the words 'nice' or 'compassion' they never have,1,1,1,1
"doesn’t know where he is, or what he’s doing",1,1,1,1
doesn’t know what it is doing,1,1,1,1
doesn’t have the ’guts’ to run for President!,1,1,1,1
doesn’t allow us to do what other countries are already doing,1,1,1,1
doesn’t have the wisdom or courage to stare down & end the phony Russia Witch Hunt,1,1,1,1
doesn’t have the aptitude or “smarts”,1,1,1,1
"doesn’t have a clue, and hasn’t for many years",1,1,1,1
doesn’t even work,1,1,1,1
doesn’t even think,1,1,1,1
doesn’t even bring up the subject of President Trump,1,1,1,1
doesn’t do great in the United States based on ratings,1,1,1,1
doesn’t care about American Workers,1,1,1,1
"doesn’t allow us to do what other countries are already doing, “Boneheads”",1,1,1,1
does not BELIEVE in our Country,1,1,1,1
"does little else but rant, rave & politic against me",1,1,1,1
does NOTHING for his very poor very dangerous and very badly run district!,1,1,1,1
discredited Witch Hunt,1,1,1,1
disgusting Fake News!,1,1,1,1
disgusting Fake News,1,1,1,1
disgusting (check out sex tape and past),1,1,1,1
disgraceful what the Do Nothing Democrats are doing,1,1,1,1
disgraceful practice,1,1,1,1
disgraceful coverage!,1,1,1,1
disgraced Nixon White House Counsel,1,1,1,1
discriminatory,1,1,1,1
discredited and phony,1,1,1,1
discredited Mueller Witch Hunt,1,1,1,1
"disgusting, illegal and unwarranted Witch Hunt",1,1,1,1
disastrous judgment,1,1,1,1
disaster!,1,1,1,1
disaster before hurricanes,1,1,1,1
dirty & unsafe,1,1,1,1
didn’t tell me he was going to recuse himself...I would have quickly picked someone else,1,1,1,1
didn’t know what he was doing!,1,1,1,1
didn’t have the mental capacity needed,1,1,1,1
didn’t have the courage to do what should have been done to protect our Country and our Constitution,1,1,1,1
didn’t have the courage,1,1,1,1
disgusting language,1,1,1,1
dishonest and corrupt!,1,1,1,1
dodging a Subpoena,1,1,1,1
distorted in its political coverage of your favorite President (me),1,1,1,1
do very little to protect their President,1,1,1,1
"do nothing constructive, even in times of crisis",1,1,1,1
"do not want to solve DACA, only use it!",1,1,1,1
"do not want to go on to Legislate for the good of the people, but only to Investigate and waste time",1,1,1,1
do NOTHING (or worse),1,1,1,1
do NOTHING,1,1,1,1
ditzy airhead,1,1,1,1
distraction,1,1,1,1
distorted press,1,1,1,1
distorted and inaccurate,1,1,1,1
dishonest and deceitful,1,1,1,1
disrespecting our country,1,1,1,1
disqualifying Conflicts of Interest,1,1,1,1
disloyal person,1,1,1,1
dishonest reporters!,1,1,1,1
dishonest reporters,1,1,1,1
dishonest lightweight,1,1,1,1
dishonest guy,1,1,1,1
dishonest fool,1,1,1,1
"dishonest and deceitful, Failing, a disgrace to our Country the Enemy of the People",1,1,1,1
almost everybody quitting,1,1,1,1
almost as bad as watching Fake News @CNN,1,1,1,1
There was nobody meaner or more condescending,1,1,1,1
Whatever was left of CNN’s credibility is now gone!,1,1,1,1
Why isn’t the House voting to rebuke the filthy and hate laced things they have said?,1,1,1,1
"Why isn’t Biden corruption trending number one on Twitter? Biggest world story, and nowhere to be found. There is no ‘trend’, only negative stories that Twitter wants to put up",1,1,1,1
"Why is he protecting Crooked Hillary, Comey, McCabe, Lisa Page & her lover, Peter S, and all of his friends on the other side?",1,1,1,1
Why is he campaigning instead of creating jobs & fixing Obamacare? Get back to work,1,1,1,1
Why is @RandPaul allowed to take advantage of the people of Kentucky,1,1,1,1
Why don’t they go back and help fix the totally broken and crime infested places from which they came,1,1,1,1
Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,1,1,1,1
"Why does Twitter leave phony pictures like this up, but take down Republican/Conservative pictures and statements that are true",1,1,1,1
Why do we work so hard in working with the media when it is corrupt? Take away credentials?,1,1,1,1
Why did Mitt Romney BEG me for my endorsement four years ago?,1,1,1,1
Why aren’t we Impeaching her?,1,1,1,1
"Whoever their Pollster is, they suck",1,1,1,1
Where is their apology to me for all of the incorrect stories???,1,1,1,1
"Where is the DNC Server, and why didn’t the FBI take possession of it? Deep State?",1,1,1,1
Where did I find this guy Jerome?,1,1,1,1
Where are you?,1,1,1,1
When will the highly paid Commissioner finally get tough and smart?,1,1,1,1
"When will people start saying, “thank you, Mr. President, for firing James Comey?”",1,1,1,1
When will @TedCruz give all the New York based campaign contributions back to the special interests that control him,1,1,1,1
When will @CNN get some real political talent,1,1,1,1
When an old Wall at the Southern Border that is crumbling and falling over built in an important section to keep out problems is replaced with a brand new 30 foot high steel and concrete Wall the Media says no new Wall has been built. Fake News! Building lots of Wall!,1,1,1,1
"Why should Crazy Nancy Pelosi, just because she has a slight majority in the House, be allowed to Impeach the President of the United States? Got ZERO Republican votes, there was no crime, the call with Ukraine was perfect, with “no pressure.” She said it must be “bipartisan...",1,1,1,1
Wild Bill,1,1,1,1
Will go down in history as worst Speaker,1,1,1,1
Would be four more years of stupidity!,1,1,1,1
You & your children won’t be SAFE in Biden’s America,1,1,1,1
YOU'RE FIRED,1,1,1,1
Wrong and totally ridiculous,1,1,1,1
"Wow, watch Comey lie under oath",1,1,1,1
"Wow, she’s CRAZY",1,1,1,1
"Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece",1,1,1,1
Wow! I hear that thousands of people are cutting up their Macy's credit card,1,1,1,1
"Would have been so easy, but they just didn't care",1,1,1,1
Would destroy a great state!,1,1,1,1
Worthless,1,1,1,1
Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button,1,1,1,1
Worst debate performance in history,1,1,1,1
World’s most overrated general!,1,1,1,1
Without me her ratings would tank,1,1,1,1
"With Jemele Hill at the mike, it is no wonder ESPN ratings have 'tanked,' in fact, tanked so badly it is the talk of the industry!",1,1,1,1
Witch-Hunt,1,1,1,1
"Witch Hunt is sputtering badly, but still going on (Ukraine Hoax!)",1,1,1,1
Witch Hunt garbage,1,1,1,1
Witch Hunt continues,1,1,1,1
Witch Hunt Impeachment inquiry,1,1,1,1
What’s wrong with this guy?,1,1,1,1
What they are doing is so wrong but they do it anyway,1,1,1,1
You can't compare anything to ObamaCare because ObamaCare is dead,1,1,1,1
What kind of a lawyer would tape a client?,1,1,1,1
Watch out for people that take so-called “notes”,1,1,1,1
Watch @OANN & @newsmax instead,1,1,1,1
Waste of time,1,1,1,1
Washington wants nothing to do with him,1,1,1,1
Washed up pyscho,1,1,1,1
Washed up Creepster,1,1,1,1
Was made to sound a fool,1,1,1,1
Wake up Punchy!,1,1,1,1
Wacky Nut Job,1,1,1,1
Wacky Do Nothing Attorney General,1,1,1,1
Wacko group,1,1,1,1
WRONG AGAIN!,1,1,1,1
WITCH-HUNT!,1,1,1,1
WHERE IS THE FEDERAL RESERVE?,1,1,1,1
WENT FOR A COUP,1,1,1,1
WEAK on the Border,1,1,1,1
"WEAK on borders, crime and a non-factor in Senate",1,1,1,1
"WEAK on Crime, ICE and Borders",1,1,1,1
"WEAK on Crime, Borders, and against your 2nd A.",1,1,1,1
WEAK on Crime & Borders,1,1,1,1
WEAK on Crime,1,1,1,1
Watch the hatred and unfairness of this CNN flunky!,1,1,1,1
Watching @FoxNews weekend anchors is worse than watching low ratings Fake News @CNN,1,1,1,1
"Way down, big trouble, dead!",1,1,1,1
Weak!,1,1,1,1
"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",1,1,1,1
What are they trying to hide?,1,1,1,1
What are they hiding?,1,1,1,1
What a mess she and her representatives have created.,1,1,1,1
What a dope!,1,1,1,1
What a disgrace to our Country that FREE public airwaves can be used that way,1,1,1,1
What Bill did was stupid!,1,1,1,1
Weekend daytime even WORSE,1,1,1,1
"Weak, Tired, and Sleepy",1,1,1,1
Weak ineffective & stupid,1,1,1,1
We are winning and the press is refusing to report it,1,1,1,1
Weak and tired Republican 'leadership' will allow the bad Defense Bill to pass,1,1,1,1
Weak and out of control!,1,1,1,1
We will no longer deal with him.,1,1,1,1
We stupidly lost 30% of our auto business to Mexico,1,1,1,1
We need a #POTUS with great strength & stamina. Hillary does not have that,1,1,1,1
We must not let #CrookedHillary take her CRIMINAL SCHEME into the Oval Office,1,1,1,1
"We have unlimited potential, only held back by the Federal Reserve",1,1,1,1
We don’t want him back in Washington!,1,1,1,1
We do so much for Sweden but it doesn’t seem to work the other way around,1,1,1,1
You allowed your state to be scammed,1,1,1,1
You can’t rely on @BrianKempGA,1,1,1,1
a bad joke!,1,1,1,1
a Low Energy Candidate the likes of which we have never seen before,1,1,1,1
"a Radical Left nonbeliever, who wants to take your religion & your guns",1,1,1,1
a RINO Never Trumper,1,1,1,1
a RINO,1,1,1,1
a RIGGED ELECTION!,1,1,1,1
a Pelosi/Schumer Puppet,1,1,1,1
a Pelosi/Schumer Liberal Democrat,1,1,1,1
"a Pelosi, Schiff, Scam against the Republican Party and me",1,1,1,1
a Pelosi puppet!,1,1,1,1
a Party of open borders and crime,1,1,1,1
a PUPPET of CASTRO-CHAVISTAS,1,1,1,1
a Nut Job (with bad ratings),1,1,1,1
a Nightmare for America!,1,1,1,1
a National Disgrace!,1,1,1,1
a Nancy Pelosi/Chuck Schumer Democrat,1,1,1,1
a Nancy Pelosi puppet,1,1,1,1
a Nancy Pelosi Liberal,1,1,1,1
a Minnesota disaster!,1,1,1,1
a Media Con Job,1,1,1,1
a McCarthy style Racist,1,1,1,1
a MADE UP LIE,1,1,1,1
a Low IQ,1,1,1,1
a Radical Left privately owned company,1,1,1,1
a Repub Death Wish!,1,1,1,1
a Rigged Election,1,1,1,1
a Treasonous Hoax,1,1,1,1
a bad candidate!,1,1,1,1
a Witch Hunt that is illegal & should never have been allowed to start,1,1,1,1
a Witch Hunt,1,1,1,1
a Wall Street PUPPET!,1,1,1,1
a Wack Job,1,1,1,1
"a VERY well connected Democrat working in the Swamp of Washington, D.C.",1,1,1,1
a V.P. candidate who failed badly,1,1,1,1
a Trump hater who was highly conflicted,1,1,1,1
a Trojan Horse for the Radical Left Agenda,1,1,1,1
a Terrorist Organization,1,1,1,1
a Rigged Fraud headed up by dishonest people who would do anything so that I could not become President,1,1,1,1
a TOTAL HOAX,1,1,1,1
a TOTAL FAILURE,1,1,1,1
a TOTAL FABRICATION,1,1,1,1
a TOTAL BOMB,1,1,1,1
a Super Liberal puppet for Schumer & Pelosi,1,1,1,1
a Super Liberal Actress,1,1,1,1
a Senatorial JOKE!,1,1,1,1
a Schumer/Pelosi puppet,1,1,1,1
a Rigged Witch Hunt,1,1,1,1
a Low Energy Individual,1,1,1,1
a LOSER who has money but can’t debate and has zero presence,1,1,1,1
You have no idea what my strategy on ISIS is,1,1,1,1
a Joke,1,1,1,1
a Dem operative,1,1,1,1
a DISASTER on foreign policy,1,1,1,1
a Crooked H flunkie who I don’t speak to and have nothing to do with,1,1,1,1
a Crooked Cop,1,1,1,1
a Crazy Nancy Pelosi Puppet,1,1,1,1
a Comey friend,1,1,1,1
a Clinton Campaign document,1,1,1,1
a CRIMINAL ENTERPRISE,1,1,1,1
"a CORRUPT POLITICIAN, and probably a very sick man",1,1,1,1
a CORRUPT POLITICIAN!!!,1,1,1,1
a BIG MESS!,1,1,1,1
